"address/city","address/community","address/neighborhood","address/state","address/streetAddress","address/subdivision","address/zipcode","bathrooms","bedrooms","currency","description","homeStatus","latitude","livingArea","longitude","photos/0","photos/1","photos/2","photos/3","photos/4","photos/5","photos/6","photos/7","photos/8","photos/9","photos/10","photos/11","photos/12","photos/13","photos/14","photos/15","photos/16","photos/17","photos/18","photos/19","photos/20","photos/21","photos/22","photos/23","photos/24","photos/25","photos/26","photos/27","photos/28","photos/29","photos/30","photos/31","photos/32","photos/33","photos/34","photos/35","photos/36","photos/37","photos/38","photos/39","photos/40","photos/41","photos/42","photos/43","photos/44","photos/45","photos/46","photos/47","photos/48","photos/49","photos/50","photos/51","photos/52","photos/53","photos/54","photos/55","photos/56","photos/57","photos/58","photos/59","photos/60","photos/61","photos/62","photos/63","photos/64","photos/65","photos/66","photos/67","photos/68","photos/69","photos/70","photos/71","photos/72","photos/73","photos/74","photos/75","photos/76","photos/77","photos/78","photos/79","photos/80","photos/81","photos/82","photos/83","photos/84","photos/85","photos/86","photos/87","photos/88","photos/89","photos/90","photos/91","photos/92","photos/93","photos/94","photos/95","photos/96","photos/97","photos/98","photos/99","price","url","yearBuilt"
"Hicksville",,,"NY","181 Dartmouth Dr",,"11801","3","5","USD","Welcome to a Spacious and Meticulously maintained Legal Mother-Daughter (with permits) Colonial House in Hillside Terrace Section of Hicksville. Featuring  5 Bedrooms, 3 Full Baths and a Full Finished Basement with OSE.  Updated Eat in Kitchen with Granite Countertops, SS appliances, Gas cooking. Updated Bathrooms, Harwood Floors, New Windows,  New Trex Deck and Patio, Huge Fenced Yard, In-ground Sprinklers. Perfect for a Large Family. Close to All. Low Taxes.  A Must See!!","FOR_SALE","40.77809",,"-73.508514","https://photos.zillowstatic.com/fp/275d0eef834e583a1e1f300c54fba1b8-p_d.jpg","https://photos.zillowstatic.com/fp/b455dbf1de83b6c2ec2d99cd0fed8486-p_d.jpg","https://photos.zillowstatic.com/fp/96fdeb202053115cee169279d71d41eb-p_d.jpg","https://photos.zillowstatic.com/fp/7dbbac82f6846f74bbef2a4c96d4d184-p_d.jpg","https://photos.zillowstatic.com/fp/ee34a60aa07c6d3753ada7dd198b561a-p_d.jpg","https://photos.zillowstatic.com/fp/78d902fa8d2dc5075f03e02ac54a509c-p_d.jpg","https://photos.zillowstatic.com/fp/205c0a0db783155e9a0a20f5706b0c3f-p_d.jpg","https://photos.zillowstatic.com/fp/9b8d5cc7c5b1157beb61e378f2eeef5d-p_d.jpg","https://photos.zillowstatic.com/fp/95de45995d9b74ff798b5cc34828e948-p_d.jpg","https://photos.zillowstatic.com/fp/716e199509c45c160ca0b505e10af9c4-p_d.jpg","https://photos.zillowstatic.com/fp/18aa007643a61275591afca1cdaeb0b6-p_d.jpg","https://photos.zillowstatic.com/fp/04714467f8e7a09b49d19f37173160dd-p_d.jpg","https://photos.zillowstatic.com/fp/af511a714a5a6c157696d5b52e8da977-p_d.jpg","https://photos.zillowstatic.com/fp/764d82ca042f06706158fbba3db70eea-p_d.jpg","https://photos.zillowstatic.com/fp/043f43e5508687d50fb726c024932e59-p_d.jpg","https://photos.zillowstatic.com/fp/cf9908f643204648e1001e427c5432f6-p_d.jpg","https://photos.zillowstatic.com/fp/a9dacfc1393701865813255daefec70d-p_d.jpg","https://photos.zillowstatic.com/fp/ba7d2cf450a4ada53a06c0d952037edd-p_d.jpg","https://photos.zillowstatic.com/fp/7ca2c92c18da8b68107038c96a34c56f-p_d.jpg","https://photos.zillowstatic.com/fp/19981670be259287bced4ea5ba6f927f-p_d.jpg","https://photos.zillowstatic.com/fp/2d895f3ade69a8e8c66b864f1fad3cc1-p_d.jpg","https://photos.zillowstatic.com/fp/1321d2c5e93e8ad6eb0916baabc94a67-p_d.jpg","https://photos.zillowstatic.com/fp/58cec9e88eadc6516b7785066d709e21-p_d.jpg","https://photos.zillowstatic.com/fp/69c8b37ff22155044c7318de9daf0bad-p_d.jpg","https://photos.zillowstatic.com/fp/93cb46a930e06106c002b13f18bec069-p_d.jpg","https://photos.zillowstatic.com/fp/fd7e57c8bfdfa3dc1bca8e209aa3115b-p_d.jpg","https://photos.zillowstatic.com/fp/9a99f9e8aa8253f2e5c4c7b2858f40e5-p_d.jpg","https://photos.zillowstatic.com/fp/773c7e76afbb786b676a65e2a10c720a-p_d.jpg","https://photos.zillowstatic.com/fp/79bf3d48d7c860e62523319c1a6023ee-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"798000","https://www.zillow.com/homedetails/181-Dartmouth-Dr-Hicksville-NY-11801/31129699_zpid/","1953"
"Copiague",,,"NY","220 Howard Ave",,"11726","2","4","USD","Charming Expanded Cape in the Heart of Copiague. On the 1st Flr, Living Room, Eat in Kitchen, two Bedrooms and a Covered Heated Florida Room leading to the Backyard. On the 2nd flr, 2 Large Bedrooms with Bath. Full Basement, Partially Finished, w OSE. One Car Detached Garage. Conveniently Located, Near Transportation, Shops and Restaurants. Don't Miss This Opportunity to Own This Home","FOR_SALE","40.67136",,"-73.39205","https://photos.zillowstatic.com/fp/8e398175a253cebcaae3fdbf041384e7-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"489000","https://www.zillow.com/homedetails/220-Howard-Ave-Copiague-NY-11726/32642455_zpid/","1946"
"Salisbury Mills",,,"NY","40 Valley Dr",,"12577","3","4","USD","LAKE RIGHTS!!!","FOR_SALE","41.449802","1548","-74.11989","https://photos.zillowstatic.com/fp/bab23dcb531e2e8386081262d9fd2b1c-p_d.jpg","https://photos.zillowstatic.com/fp/c6bbdda15fc7c4bbaeda7c7aed501e10-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"399999","https://www.zillow.com/homedetails/40-Valley-Dr-Salisbury-Mills-NY-12577/31849678_zpid/","1964"
"Hempstead",,,"NY","47 Ingraham Blvd",,"11550","2","3","USD","Beautiful must see single family home. Well kept and renovated with detached 1 car garage. This home features are expansive, first floor combo Living room and Dining room, Large Eat-in Kitchen with updated appliances and fully renovated bathroom.  Second level has Primary bedroom, 2 bedrooms and full bathroom. Also has a bonus fully renovated basement. And bonus 7ft Attic space. This is a must see. Large lot with concrete back porch. This is a gem. ALL appointments must be scheduled.","FOR_SALE","40.707664",,"-73.61065","https://photos.zillowstatic.com/fp/77c68454a1aae6a400e4cd6f8c6d24f2-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"615899","https://www.zillow.com/homedetails/47-Ingraham-Blvd-Hempstead-NY-11550/31199956_zpid/","1949"
"Mastic Beach",,,"NY","29 Overlook Dr",,"11951","2","3","USD","Step into your New Home. Attention to Detail Shines Throughout. Come see this Extraordinary Fully Renovated Post Modern Home in the Heart of Mastic Beach!","FOR_SALE","40.76089",,"-72.84842","https://photos.zillowstatic.com/fp/8df67ef104de1e097b6ff912f9bd9c71-p_d.jpg","https://photos.zillowstatic.com/fp/f02eedc9f69acc6779cd087d533cbe3e-p_d.jpg","https://photos.zillowstatic.com/fp/563bd0b4bfa01371e9949bbcf3535914-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"499999","https://www.zillow.com/homedetails/29-Overlook-Dr-Mastic-Beach-NY-11951/143983388_zpid/","1938"
"Nanuet",,,"NY","518 Tudor Hl",,"10954","1","1","USD","This is a beauty! Enjoy all the comforts! This condo is located in a Great commuting location minutes to the NYS Thruway, NYC bus access,  the NJ border and nearby to shopping galore. It offers parking right outside your door, a private entrance to the unit, 5 big closets, a pass thru in the kitchen to dining room, upgraded appliances and all spacious rooms. There's cathedral ceilings in the big living room dining room area and its an end unit with extra windows. You'll really enjoy the size of this master bedroom too. Its king sized and has 2 big closets. The bathroom has been remodeled all with tile and it has a large step in shower. Be sure to notice the Pull stairs in the attic for storage and the Full size washer dryer in the hallway! With Air conditioning in the unit, a brand new Roof , Low Taxes and HOA fees, this is such a great choice. Call today!","FOR_SALE","41.101448","930","-74.03517","https://photos.zillowstatic.com/fp/26ac41a1dfe25d97e5f58e3ae3f6d229-p_d.jpg","https://photos.zillowstatic.com/fp/c64662566456a266ec84bf0b9ed598b7-p_d.jpg","https://photos.zillowstatic.com/fp/1b48dc92745916f20e680a02fe421fa9-p_d.jpg","https://photos.zillowstatic.com/fp/91fc6dfb9272864487586e804a1af20f-p_d.jpg","https://photos.zillowstatic.com/fp/9f8744666a9b0dee850eb67d379ff6b2-p_d.jpg","https://photos.zillowstatic.com/fp/3b1fb8291bd21d1d1ee222c72381d4ff-p_d.jpg","https://photos.zillowstatic.com/fp/bd79a83649b2a65581a45f8be5c4a88b-p_d.jpg","https://photos.zillowstatic.com/fp/fde0d3ae56882d850f9f53c56aa68f75-p_d.jpg","https://photos.zillowstatic.com/fp/e08afb965a7bd28e37d8aa8b1c6014eb-p_d.jpg","https://photos.zillowstatic.com/fp/82d53077852a80101b9e9f256f4810f9-p_d.jpg","https://photos.zillowstatic.com/fp/2c17f570dbd32fe0c2ec25b2e87ba525-p_d.jpg","https://photos.zillowstatic.com/fp/3ca76ebb6918f068117123e8cf9fe2cb-p_d.jpg","https://photos.zillowstatic.com/fp/ea9953b79a7bcf45e92ecb1b787fc911-p_d.jpg","https://photos.zillowstatic.com/fp/bc62f948fbdf0ac304d0293896e9c90a-p_d.jpg","https://photos.zillowstatic.com/fp/06fed4c4af5259f5d21e988dd5e0d83f-p_d.jpg","https://photos.zillowstatic.com/fp/a32ac0c0c5be2d716dee2b66b5afbbe2-p_d.jpg","https://photos.zillowstatic.com/fp/bfdd5be5700c6263607b807651b5b6f1-p_d.jpg","https://photos.zillowstatic.com/fp/d23cfbbfdd38304204a4bddc0788a71b-p_d.jpg","https://photos.zillowstatic.com/fp/4e93c5b12f59777a1f7a8c780220fca0-p_d.jpg","https://photos.zillowstatic.com/fp/26ac41a1dfe25d97e5f58e3ae3f6d229-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240000","https://www.zillow.com/homedetails/518-Tudor-Hl-Nanuet-NY-10954/53407937_zpid/","1983"
"Goshen",,,"NY","4 Beechwood Dr",,"10924","2","3","USD","This Sun-filled Ranch has hardwood floors and an inviting open layout. Relax in the spacious living room with vaulted ceiling which opens to dining room. The eat-in-kitchen is conveniently located for easy entertaining.  An office/den (or possible 4th bedroom - no closet) is situated off the kitchen with sliders that lead out to the deck overlooking the level backyard. The master bedroom with bath is tucked away from the rest of the home offering much privacy.  Additional bedrooms and bathroom are located just down the hallway. The expansive unfinished basement has laundry and storage space galore. Relax on the front porch of this home which is nestled in a quiet neighborhood close to shopping, schools and the Heritage Trail.  Bathrooms were renovated in 2020, boiler new in 2020, furnace 2019, and roof 2018.  It's all here waiting for you to move right in. What are you waiting for. You've checked all the boxes on your wish list. Now it's time to realize your dream!","FOR_SALE","41.37385","1368","-74.30409","https://photos.zillowstatic.com/fp/e94115a983be2b18603c3c06b87dda0c-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"325000","https://www.zillow.com/homedetails/4-Beechwood-Dr-Goshen-NY-10924/31818777_zpid/","1973"
"New City",,,"NY","25 Lindbergh Ln",,"10956","3","4","USD","Quiet street, Clarkstown schools, great commuter location...doesn't get much better! Fantastic four bed, three full bath home is ready and waiting for you!  You will fall in love with the large, open living room, enough space for 2 separate living areas. Nice size eat in kitchen with center island and electric wall fireplace, perfect for those chilly winter days.  Huge primary bedroom/bath have radiant heat, such a treat when getting out of bed in the morning.  Primary bathroom and walk in closet also of good size.  In addition to the 3 other bedrooms, home offers 2nd floor alcove.  Perfect spot for home office, homework station or reading nook. Yard is fenced in, with sliders from kitchen that lead to paver patio and hot tub, which can be enjoyed in any season!  Two car tandem garage is even heated, great place to tinker around in. This home has it all......","FOR_SALE","41.13653","2807","-74.00419","https://photos.zillowstatic.com/fp/2e9ce9dd33fe897271ddbaddf6706297-p_d.jpg","https://photos.zillowstatic.com/fp/7305afad6aaadf2b8e8e12ec7ac5c0f4-p_d.jpg","https://photos.zillowstatic.com/fp/affc275d99982d6a5521d7cd44c84279-p_d.jpg","https://photos.zillowstatic.com/fp/107e5e724942d81e42eecc1f5d5b704c-p_d.jpg","https://photos.zillowstatic.com/fp/8ef8d05a5f59b29ebdceb3dfd2497688-p_d.jpg","https://photos.zillowstatic.com/fp/e78329578d054edfd430d0cfaddf1125-p_d.jpg","https://photos.zillowstatic.com/fp/81ccc6a56a99f6d34fc053560bfee03e-p_d.jpg","https://photos.zillowstatic.com/fp/63ea26699ea1dbf01a4b3f23f8ad2deb-p_d.jpg","https://photos.zillowstatic.com/fp/e9277c4bbccd9e6eb2927d65ca4a6a98-p_d.jpg","https://photos.zillowstatic.com/fp/c293b2823d95e2eb89f8a7db360c873f-p_d.jpg","https://photos.zillowstatic.com/fp/2db393123894dbe27c6f002a2bfef557-p_d.jpg","https://photos.zillowstatic.com/fp/d95c159197933f400c13f104886a68e7-p_d.jpg","https://photos.zillowstatic.com/fp/8c5cabec92102621dab3b9700494f91b-p_d.jpg","https://photos.zillowstatic.com/fp/9d1f393cf927f578706d9b14f52985ec-p_d.jpg","https://photos.zillowstatic.com/fp/fd2b8c7e502a17467cc5c16779807d6d-p_d.jpg","https://photos.zillowstatic.com/fp/cd16be2b83e1d861c49438c91a81ee73-p_d.jpg","https://photos.zillowstatic.com/fp/71c3bda34012160d586237e94ddefee1-p_d.jpg","https://photos.zillowstatic.com/fp/95fc1b0a4eb0785def06294d422a0f2e-p_d.jpg","https://photos.zillowstatic.com/fp/8a6586daf940b31b9b41078b497c6b95-p_d.jpg","https://photos.zillowstatic.com/fp/775aab88b97db0d1c397ceed078019fb-p_d.jpg","https://photos.zillowstatic.com/fp/2c6b7cecb0e5c6672ae900664dfce8c4-p_d.jpg","https://photos.zillowstatic.com/fp/8981e7046e28e2f440ae24c0346c2538-p_d.jpg","https://photos.zillowstatic.com/fp/87aa9ca8593be821479a193ebf66c7ce-p_d.jpg","https://photos.zillowstatic.com/fp/5237699c343362c320823a555ea87c25-p_d.jpg","https://photos.zillowstatic.com/fp/b1fab732e9368ce12ea263bd8c7a1a02-p_d.jpg","https://photos.zillowstatic.com/fp/b1a14e3c06c6678bdcac56bc0a3231f5-p_d.jpg","https://photos.zillowstatic.com/fp/45cce43feedd2fc80556be80144a4553-p_d.jpg","https://photos.zillowstatic.com/fp/adeb58e1a5c52e9c42458019a36b6c2b-p_d.jpg","https://photos.zillowstatic.com/fp/993b1d4820d89c893eb8db849ea81b51-p_d.jpg","https://photos.zillowstatic.com/fp/4f7989ff324cd9d4bda1e2b312c5d509-p_d.jpg","https://photos.zillowstatic.com/fp/ad6d618d7fc46dcfbbdffa1369089b9f-p_d.jpg","https://photos.zillowstatic.com/fp/b97d5f1e7b7ef5ff65d0d7a2f82bb26c-p_d.jpg","https://photos.zillowstatic.com/fp/e82a1a58f66088d85174bad13dd83a37-p_d.jpg","https://photos.zillowstatic.com/fp/167169f7c2e4d2ea27ec382f322c6169-p_d.jpg","https://photos.zillowstatic.com/fp/3f76322e67b1f453e54485b59a7ebb8f-p_d.jpg","https://photos.zillowstatic.com/fp/8ab3c169d35e26a0b97761b0698c77e6-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"649000","https://www.zillow.com/homedetails/25-Lindbergh-Ln-New-City-NY-10956/53400287_zpid/","1940"
"Nanuet",,,"NY","62 Briar Rd",,"10954","3","4","USD","Welcome home!  Move right into this beautifully updated expanded Cape!  Quiet neighborhood and award-winning Nanuet schools!   Main level is open concept, beautifully appointed and perfect for entertaining plus Primary BR, 2nd BR and Laundry.  Upper level is expanded and spacious   2 bedrooms plus a home office, full bathroom and bonus space master suite or in-law suite possibilities.  Large unfinished lower level.  Many updates throughout:  Kitchen (2019), New Roof (2019), Gas Fireplace (2019) New Heating Furnace (2021). See attached in Documents for listing of specific upgrades, timing and amenities.","FOR_SALE","41.095802","2016","-74.02725","https://photos.zillowstatic.com/fp/2bbc0c32adf99b49f1bfd87affb38d8c-p_d.jpg","https://photos.zillowstatic.com/fp/722a27261e48b10b93512d0f9ffe0477-p_d.jpg","https://photos.zillowstatic.com/fp/87cfe681eb816eb7a3603e8c818bc06c-p_d.jpg","https://photos.zillowstatic.com/fp/79ee2a3c7cfe711df7a35f174aa89c8a-p_d.jpg","https://photos.zillowstatic.com/fp/48f4cbebc5342901e2d71f91ce065c00-p_d.jpg","https://photos.zillowstatic.com/fp/232e966809c376fbff0c400e36b7f7ca-p_d.jpg","https://photos.zillowstatic.com/fp/7a62690eef187750550a48687e7e11bd-p_d.jpg","https://photos.zillowstatic.com/fp/9c8194e7212a6213fc37761192fb2f60-p_d.jpg","https://photos.zillowstatic.com/fp/630f8827f8302780e9d9a9d3bac3f7be-p_d.jpg","https://photos.zillowstatic.com/fp/0f6f4662b45149ad5c418d821a66e668-p_d.jpg","https://photos.zillowstatic.com/fp/b1c305f2a2b84ba035329e1dc28b8205-p_d.jpg","https://photos.zillowstatic.com/fp/83fb15eb77da417248e5fa120f9bc9c1-p_d.jpg","https://photos.zillowstatic.com/fp/49047bd1b6164f941a40e91e21ccbaa5-p_d.jpg","https://photos.zillowstatic.com/fp/a6858fe8724e94a93d547b915921e111-p_d.jpg","https://photos.zillowstatic.com/fp/bf80e4de5758f9512ba38efce27b9009-p_d.jpg","https://photos.zillowstatic.com/fp/66eda67acdbff80f131c429d96ddaaf5-p_d.jpg","https://photos.zillowstatic.com/fp/77650974a4078c65499af5343ddf2928-p_d.jpg","https://photos.zillowstatic.com/fp/4592197199e81c1b05c5e0d1c3e96085-p_d.jpg","https://photos.zillowstatic.com/fp/1af2e74250addab018ab5e3ef32ff42f-p_d.jpg","https://photos.zillowstatic.com/fp/a5a1a298091d955f9798fa43c0ea87ef-p_d.jpg","https://photos.zillowstatic.com/fp/ac291c73fda2e1a07d25de8291e7d46a-p_d.jpg","https://photos.zillowstatic.com/fp/287bcabe0dc1f44fd46dda7b6e95b358-p_d.jpg","https://photos.zillowstatic.com/fp/aa838d8189c50b2212b2a0f749b01f7a-p_d.jpg","https://photos.zillowstatic.com/fp/f1089ea0f24802b7816d015f6659dd5c-p_d.jpg","https://photos.zillowstatic.com/fp/04c3dcc79295aa11c78abe640deaa531-p_d.jpg","https://photos.zillowstatic.com/fp/6424a467bdbfa6dde36620c0a366cd9e-p_d.jpg","https://photos.zillowstatic.com/fp/dc5d04a8c974433bee6267c8f68fa7ae-p_d.jpg","https://photos.zillowstatic.com/fp/c9356418b0292851845f5ffdb9847c1f-p_d.jpg","https://photos.zillowstatic.com/fp/94710989289c44e7a1d31ab44c11aa7e-p_d.jpg","https://photos.zillowstatic.com/fp/1b152ee9ec6bade81efc0b94436575b5-p_d.jpg","https://photos.zillowstatic.com/fp/87fb00b1376a2e25b7e60b2c19d69e39-p_d.jpg","https://photos.zillowstatic.com/fp/d713c11207171ed4763366c8de5116c2-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"575000","https://www.zillow.com/homedetails/62-Briar-Rd-Nanuet-NY-10954/53412291_zpid/","1951"
"Astoria",,,"NY","24-19 35th St",,"11103","2","5","USD","Two family home centrally located in Astoria with a 3 bedroom 1 bathroom unit and a 2 bedroom 1 bathroom unit.  The best part may be the two car detached garage so you will not be battling after a long day for a parking space and paying the inevitable parking fines to New York City!  As well this property is not occupied by tenants so there will not be a delay moving into the home.","FOR_SALE","40.770416","2080","-73.91391","https://photos.zillowstatic.com/fp/ddc8fc8cb72135a836b70c7deba1c6c3-p_d.jpg","https://photos.zillowstatic.com/fp/e5abd166d497206224ec428389870a13-p_d.jpg","https://photos.zillowstatic.com/fp/49606015f949988baea84f3e2a2f9020-p_d.jpg","https://photos.zillowstatic.com/fp/9cdb60f7ccdbfdaed325d9d8815101eb-p_d.jpg","https://photos.zillowstatic.com/fp/aa3382c2d6e8b3cb8cbcc59205a125b5-p_d.jpg","https://photos.zillowstatic.com/fp/ef2dde842121e4f5a712971ee6989e3f-p_d.jpg","https://photos.zillowstatic.com/fp/bdb50680d4f19e4f35d3ef68ab8de49a-p_d.jpg","https://photos.zillowstatic.com/fp/481267acb1e5681f5b322aa2cccda9d3-p_d.jpg","https://photos.zillowstatic.com/fp/518d66746c05d35f39522e62cb522eae-p_d.jpg","https://photos.zillowstatic.com/fp/e38db6e9dcf737a522988e33c414750c-p_d.jpg","https://photos.zillowstatic.com/fp/6153bb0799f212da0543d86884fb92b1-p_d.jpg","https://photos.zillowstatic.com/fp/93047d5ec1855ee724a6bdc2bd8f298b-p_d.jpg","https://photos.zillowstatic.com/fp/f16fdba918f388614d1ff9305c964822-p_d.jpg","https://photos.zillowstatic.com/fp/9b6fd00bdc99d0ddc42611bada5dd407-p_d.jpg","https://photos.zillowstatic.com/fp/9eeba69c8cbeffbdead31bd956767e56-p_d.jpg","https://photos.zillowstatic.com/fp/a23e9932608d4d1e5829c400224e9a23-p_d.jpg","https://photos.zillowstatic.com/fp/f355d5e081f4898ef5f3243ef04c04eb-p_d.jpg","https://photos.zillowstatic.com/fp/67ae8d78aa478407cc2ae74533eef18a-p_d.jpg","https://photos.zillowstatic.com/fp/8c247cfc1674660899de954f0dab0738-p_d.jpg","https://photos.zillowstatic.com/fp/5e3dcb26a0f8fbe9c987b900f61de589-p_d.jpg","https://photos.zillowstatic.com/fp/86d583582d059d5786c24029ed3251c5-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1500000","https://www.zillow.com/homedetails/24-19-35th-St-Astoria-NY-11103/2065599978_zpid/","1925"
"Maybrook",,,"NY","415 Rakov Rd",,"12543","2","3","USD","VC SCHOOLS!!! Check out this 3 Bedroom, 1.5 Bathroom Townhome nestled in the Village of Maybrook and in the Valley Central School District. This Townhome is within a close proximity to parks, local eateries/restaurants, near schools, and a short 10 minutes drive to most major highways including Interstate 84. If the location isn't enough then check out the amenities this home has to offer starting with the large kitchen with a plethora of cabinetry, brick backsplash, tiled floors, dining area w/laminate hardwood floors, ceiling fan, sun-lit living room, and half bathroom. Second floor features three spacious bedrooms w/ceiling fans, plenty of storage space and updated full bathroom w/shower tub. Additionally, this home features a fenced in back yard, rear porch and plenty of driveway parking. This home is priced just right and ready to sell. Call today for your showing!!!","FOR_SALE","41.495888","1380","-74.214874","https://photos.zillowstatic.com/fp/c1682d120f92617953844a47df473338-p_d.jpg","https://photos.zillowstatic.com/fp/38dd5563e95c300ce49a5381beb2e61b-p_d.jpg","https://photos.zillowstatic.com/fp/c12518fc9d878a82efa83cb1e1bc93dc-p_d.jpg","https://photos.zillowstatic.com/fp/f5136841e818003620dd34a343bb83a7-p_d.jpg","https://photos.zillowstatic.com/fp/53a0c23de9744f07c2c3645a583bd232-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"229999","https://www.zillow.com/homedetails/415-Rakov-Rd-Maybrook-NY-12543/31830137_zpid/","1985"
"Saint Albans",,,"NY","116-17 200th St",,"11412","2","4","USD","Welcome to this spacious detached colonial home! This home has four-bedroom, one full bath, one half bath, large living room, dining room, kitchen and unfinished basement in St. Albans, Queens. Large backyard for entertaining. One car garage with a private driveway that has room for four cars. Fenced in property. Close to all, bus, trains, schools, supermarket, restaurants and parks.","FOR_SALE","40.69545","1590","-73.75247","https://photos.zillowstatic.com/fp/3dade0699e1810e64bef0231a2f11241-p_d.jpg","https://photos.zillowstatic.com/fp/ff6b578fc134cdfd8b70d680de4ee30f-p_d.jpg","https://photos.zillowstatic.com/fp/b972922ae99930fd473126fd20c062d9-p_d.jpg","https://photos.zillowstatic.com/fp/59d890d95c94bd887223fbd4fd0341b1-p_d.jpg","https://photos.zillowstatic.com/fp/a35109b9c2524af1bcf9c333135d80f2-p_d.jpg","https://photos.zillowstatic.com/fp/b602350548632e06de67a6787fdb2461-p_d.jpg","https://photos.zillowstatic.com/fp/6b54e1e58f837940b3b1289f0dc8ed75-p_d.jpg","https://photos.zillowstatic.com/fp/05df319056bb10f5001adf5909abd860-p_d.jpg","https://photos.zillowstatic.com/fp/ab27ae486bbc3a0a8347f50c15e62a3f-p_d.jpg","https://photos.zillowstatic.com/fp/f9bb045856bdd19b39d3755dc1947fbf-p_d.jpg","https://photos.zillowstatic.com/fp/0120ca89a893dd9f596e6bf8e80f9042-p_d.jpg","https://photos.zillowstatic.com/fp/d02a9c930a1d8d346903a98ebc3c9ec2-p_d.jpg","https://photos.zillowstatic.com/fp/22f08d264276ff49a352944c11728073-p_d.jpg","https://photos.zillowstatic.com/fp/2fe1e1556a62e97b5e1c3978c3f40936-p_d.jpg","https://photos.zillowstatic.com/fp/d133d84f480fa44da23653b232b561b7-p_d.jpg","https://photos.zillowstatic.com/fp/c419038fee0454bf923d8dcd89c0f90e-p_d.jpg","https://photos.zillowstatic.com/fp/ff46915669f556f0f8f3395bab9a2f1a-p_d.jpg","https://photos.zillowstatic.com/fp/e409dffada0945008543323e0f7bcf2f-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"599000","https://www.zillow.com/homedetails/116-17-200th-St-Saint-Albans-NY-11412/2065592938_zpid/","1925"
